Record Type,Make,Body Type,Vehicle Category
VEH,JOHND,SN/P,Other Buses
VEH,JO/DR,TRAC,Passenger Car
VEH,DEER,P/SH,Motor Home
VEH,JOHND,EMVR,Passenger Car
VEH,JP/DE,EMVR,Passenger Car
VEH,LONCO,4DSD,Combination Long-haul Truck
VEH,LINCI,4DSD,Combination Long-haul Truck
VEH,LINC,HRSE,Passenger Car
VEH,LINCL,H/IN,Other Buses
VEH,KODIA,MCY,Motorcycle
VEH,KING,MCY,Motorcycle
VEH,KERSH,TR/C,Refuse Truck
VEH,KODI,MCY,Motorcycle
VEH,KCC,MCY,Motorcycle
VEH,KME,UTIL,Transit Bus
VEH,FME,FIRE,Light Commercial Truck
VEH,KOVAT,TANK,Other Buses
VEH,KEM,FIRE,Light Commercial Truck
VEH,KME,TANK,Other Buses
VEH,CUMMI,FIRE,Light Commercial Truck
VEH,KOVAT,FLAT,Combination Short-haul Truck
VEH,KME,SUBN,Combination Short-haul Truck
VEH,KOVAC,FIRE,Light Commercial Truck
VEH,RED,H/WH,Motor Home
VEH,ALLIA,RBM,Single Unit Short-haul Truck
VEH,JOHNS,RBM,Single Unit Short-haul Truck
VEH,JNSN,RD/S,School Bus
VEH,JI/NA,MCY,Motorcycle
VEH,JERSE,MCY,Motorcycle
VEH,JIMNA,MCY,Motorcycle
VEH,JZRC,MCY,Motorcycle
VEH,CARLT,UTIL,Transit Bus
VEH,CARLT,EMVR,Passenger Car
VEH,CARLT,RBM,Single Unit Short-haul Truck
VEH,JEPP,SUBN,Combination Short-haul Truck
VEH,JEEEP,SUBN,Combination Short-haul Truck
VEH,SPT,SUBN,Combination Short-haul Truck
VEH,MARMO,DUMP,School Bus
VEH,MARMO,TOW,Transit Bus
VEH,MARM,TRAC,Passenger Car
VEH,MARMO,FLAT,Combination Short-haul Truck
VEH,MARMO,STAK,Combination Long-haul Truck
VEH,MARMO,T/CR,Single Unit Short-haul Truck
TRL,INTER,FLAT,Combination Short-haul Truck
VEH,AMERI,SEDN,Single Unit Long-haul Truck
VEH,HINES,CMIX,Passenger Truck
VEH,KI/MI,CMIX,Passenger Truck
VEH,HA/BI,MCY,Motorcycle
VEH,HKBK,MCY,Motorcycle
VEH,TRIKE,MCY,Motorcycle
VEH,HALO,MCY,Motorcycle
VEH,OBRIE,RBM,Single Unit Short-haul Truck
VEH,HHMC,MCY,Motorcycle
VEH,HUCK,MCY,Motorcycle
VEH,STING,MOPD,Light Commercial Truck
VEH,HO/HE,MCY,Motorcycle
VEH,HUCK,MOPD,Light Commercial Truck
VEH,HA/CH,MCY,Motorcycle
VEH,HLBN,MCY,Motorcycle
VEH,HLBNS,MCY,Motorcycle
VEH,HELLB,MCY,Motorcycle
VEH,H&H,CUST,School Bus
VEH,H&H,MCY,Motorcycle
VEH,HENSL,MCY,Motorcycle
VEH,CU/OR,MCY,Motorcycle
VEH,HERIT,MCY,Motorcycle
VEH,HE/CY,MCY,Motorcycle
VEH,CR/CA,T/CR,Single Unit Short-haul Truck
VEH,HINES,DUMP,School Bus
VEH,MONTE,2DSD,Other Buses
VEH,MO/CA,2DSD,Other Buses
VEH,CL/CA,ATV,Refuse Truck
VEH,HMDE,2DSD,Other Buses
VEH,SH/RE,2DSD,Other Buses
VEH,SHAY,2DSD,Other Buses
VEH,SH/RE,CONV,Light Commercial Truck
VEH,SHRP,2DSD,Other Buses
VEH,SHAY,CONV,Light Commercial Truck
VEH,KRYST,BUS,Passenger Car
VEH,GENES,BUS,Passenger Car
VEH,INT,BUS,Passenger Car
VEH,INTN,BUS,Passenger Car
VEH,IH,DUMP,School Bus
VEH,ITERN,DUMP,School Bus
VEH,PAYST,TANK,Other Buses
VEH,IH,FLAT,Combination Short-haul Truck
VEH,INTN,EMVR,Passenger Car
VEH,INTET,DUMP,School Bus
VEH,ONTER,FLAT,Combination Short-haul Truck
VEH,NTER,FLAT,Combination Short-haul Truck
VEH,INT,TANK,Other Buses
VEH,INTEL,UTIL,Transit Bus
VEH,INT,T/CR,Single Unit Short-haul Truck
VEH,INTEL,DUMP,School Bus
VEH,INER,UTIL,Transit Bus
VEH,INTRL,DUMP,School Bus
VEH,INTEN,DUMP,School Bus
VEH,INTR,DUMP,School Bus
VEH,INTLR,DUMP,School Bus
VEH,NAVIS,UTIL,Transit Bus
VEH,INT,RBM,Single Unit Short-haul Truck
VEH,INTRE,DUMP,School Bus
VEH,INTEE,DUMP,School Bus
VEH,INTRN,DUMP,School Bus
VEH,INTL,W/SR,Transit Bus
VEH,INTIL,DUMP,School Bus
VEH,INTE,PICK,Passenger Truck
VEH,INTER,TRLR,Combination Short-haul Truck
VEH,TRUCK,FLAT,Combination Short-haul Truck
VEH,INT,TR/C,Refuse Truck
VEH,NATIO,TANK,Other Buses
VEH,INTE,TANK,Other Buses
VEH,INTL,T/CR,Single Unit Short-haul Truck
VEH,ONTER,DUMP,School Bus
VEH,TNTER,TANK,Other Buses
VEH,INRET,DUMP,School Bus
VEH,INTRL,FLAT,Combination Short-haul Truck
VEH,INTL,W/DR,Single Unit Short-haul Truck
VEH,INTRN,STAK,Combination Long-haul Truck
VEH,INTNA,VAN,Motor Home
VEH,NAVI,FLAT,Combination Short-haul Truck
VEH,INERN,TANK,Other Buses
VEH,INTNL,TANK,Other Buses
VEH,INTNL,VAN,Motor Home
VEH,IHC,TR/C,Refuse Truck
VEH,AMT,FIRE,Light Commercial Truck
VEH,INTNA,DUMP,School Bus
VEH,INTNL,UTIL,Transit Bus
VEH,IHC,TOW,Transit Bus
VEH,INT,TOW,Transit Bus
VEH,INT,2DSD,Other Buses
VEH,INTRE,UTIL,Transit Bus
VEH,INTEL,STAK,Combination Long-haul Truck
VEH,IMT,DUMP,School Bus
VEH,UBTER,UTIL,Transit Bus
VEH,NEW,VAN,Motor Home
VEH,INTRE,FLAT,Combination Short-haul Truck
VEH,IH,TOW,Transit Bus
VEH,INTEV,DUMP,School Bus
VEH,INTEL,DELV,Combination Long-haul Truck
VEH,INIER,UTIL,Transit Bus
VEH,INT,4DSD,Combination Long-haul Truck
VEH,INTL,S/SP,Combination Short-haul Truck
VEH,INTL,AMBU,Combination Short-haul Truck
VEH,TYMCO,RD/S,School Bus
VEH,ENDUR,H/WH,Motor Home
VEH,INTLR,UTIL,Transit Bus
VEH,INTRL,VAN,Motor Home
VEH,NAVAS,VAN,Motor Home
VEH,HORTO,SUBN,Combination Short-haul Truck
VEH,HORTO,FIRE,Light Commercial Truck
VEH,OTHER,DUMP,School Bus
VEH,INT,RD/S,School Bus
VEH,ARBOR,DUMP,School Bus
VEH,INTDT,DUMP,School Bus
VEH,INT,REFG,Refuse Truck
VEH,IN/HA,TR/C,Refuse Truck
VEH,INTRL,TR/C,Refuse Truck
VEH,INERT,RD/S,School Bus
VEH,INTRL,TANK,Other Buses
VEH,ITNER,DUMP,School Bus
VEH,INTRN,UTIL,Transit Bus
VEH,INETR,DELV,Combination Long-haul Truck
VEH,GRIFF,UTIL,Transit Bus
VEH,INTEL,TOW,Transit Bus
VEH,IHA,VAN,Motor Home
VEH,ITNL,TOW,Transit Bus
VEH,ITNER,DELV,Combination Long-haul Truck
VEH,INTE,TOW,Transit Bus
VEH,NAVIS,FLAT,Combination Short-haul Truck
VEH,INTR,FLAT,Combination Short-haul Truck
VEH,TNTER,DELV,Combination Long-haul Truck
VEH,INTRN,FLAT,Combination Short-haul Truck
VEH,INTWE,DELV,Combination Long-haul Truck
VEH,DUECO,TR/C,Refuse Truck
VEH,BUCKE,UTIL,Transit Bus
VEH,INTLL,DELV,Combination Long-haul Truck
VEH,IMTER,DUMP,School Bus
VEH,INTEL,FLAT,Combination Short-haul Truck
VEH,INYER,DUMP,School Bus
VEH,INTLL,VAN,Motor Home
VEH,NAVIG,UTIL,Transit Bus
VEH,IHC,FLAT,Combination Short-haul Truck
VEH,INTL,P/SH,Motor Home
VEH,INTEN,UTIL,Transit Bus
VEH,INTEL,SEMI,Passenger Truck
VEH,CHEVR,TR/C,Refuse Truck
VEH,CHE,TOW,Transit Bus
VEH,S&H,FLAT,Combination Short-haul Truck
VEH,CHERV,UTIL,Transit Bus
VEH,CHEVN,DUMP,School Bus
VEH,ENTOU,H/WH,Motor Home
VEH,CHEVE,TOW,Transit Bus
VEH,CHECR,PICK,Passenger Truck
VEH,CEHVT,UTIL,Transit Bus
VEH,MAINT,UTIL,Transit Bus
VEH,RD,FLAT,Combination Short-haul Truck
VEH,CHEVY,FLAT,Combination Short-haul Truck
VEH,CHEV,TANK,Other Buses
VEH,CHEVN,FLAT,Combination Short-haul Truck
VEH,NAV,VAN,Motor Home
VEH,NAVIG,STAK,Combination Long-haul Truck
VEH,INTRL,UTIL,Transit Bus
VEH,GLOBA,VAN,Motor Home
VEH,NEPH,H/WH,Motor Home
VEH,TERRA,UTIL,Transit Bus
VEH,WE/CO,AMBU,Combination Short-haul Truck
VEH,CAT,2DSD,Other Buses
VEH,CAT,UTIL,Transit Bus
VEH,CAT,VAN,Motor Home
VEH,NAVI,VAN,Motor Home
VEH,INTIL,FLAT,Combination Short-haul Truck
VEH,INTLD,DUMP,School Bus
VEH,INTRE,VAN,Motor Home
VEH,LORAL,S/SP,Combination Short-haul Truck
VEH,SI/WH,S/SP,Combination Short-haul Truck
VEH,INTNA,TANK,Other Buses
VEH,INTE,DELV,Combination Long-haul Truck
VEH,IHC,W/DR,Single Unit Short-haul Truck
VEH,HYSTE,FLAT,Combination Short-haul Truck
VEH,HODNA,2DSD,Other Buses
VEH,JPMDA,4DSD,Combination Long-haul Truck
VEH,HONDA,TAXI,Single Unit Long-haul Truck
VEH,HONDQ,2DSD,Other Buses
VEH,HONDS,4DSD,Combination Long-haul Truck
VEH,HONDZ,4DSD,Combination Long-haul Truck
VEH,CATER,S/SP,Combination Short-haul Truck
VEH,HODA,ATV,Refuse Truck
VEH,HONA,ATV,Refuse Truck
VEH,HOMDA,ATV,Refuse Truck
VEH,HANDA,ATV,Refuse Truck
VEH,HON,ATV,Refuse Truck
VEH,HONDE,ATV,Refuse Truck
VEH,HONDS,MCY,Motorcycle
VEH,HNODA,MCY,Motorcycle
VEH,HA/DA,LOCO,Combination Long-haul Truck
VEH,HURLE,MCY,Motorcycle
VEH,HD/DA,MCY,Motorcycle
VEH,HL/DV,MCY,Motorcycle
VEH,LIVEW,MCY,Motorcycle
VEH,LIVW,MCY,Motorcycle
VEH,JA/DA,MCY,Motorcycle
VEH,HA/DA,SUBN,Combination Short-haul Truck
VEH,HR/DA,MCY,Motorcycle
VEH,HARLD,MCY,Motorcycle
VEH,HRD,MCY,Motorcycle
VEH,HA/DA,CUST,School Bus
VEH,HA/A,MCY,Motorcycle
VEH,HADAV,MCY,Motorcycle
VEH,HA/SA,MCY,Motorcycle
VEH,DA/DA,MCY,Motorcycle
VEH,HADAM,MCY,Motorcycle
VEH,MA/DA,MCY,Motorcycle
VEH,HA/AD,MCY,Motorcycle
VEH,HA/DQ,MCY,Motorcycle
VEH,FLSTN,MCY,Motorcycle
VEH,FXSTD,MCY,Motorcycle
VEH,HALDA,MCY,Motorcycle
VEH,HA/DA,PICK,Passenger Truck
VEH,REPO,MCY,Motorcycle
VEH,HA/DL,MCY,Motorcycle
VEH,HA,MCY,Motorcycle
VEH,HA/MA,MCY,Motorcycle
VEH,FXD,MCY,Motorcycle
VEH,HA/CA,MCY,Motorcycle
VEH,HC,MCY,Motorcycle
VEH,RO/KI,MCY,Motorcycle
VEH,HR/DV,MCY,Motorcycle
VEH,HA/DM,MCY,Motorcycle
VEH,HA/FS,MCY,Motorcycle
VEH,HA/DO,MCY,Motorcycle
VEH,HA/GA,MCY,Motorcycle
VEH,HA/DZ,MCY,Motorcycle
VEH,FRS,MCY,Motorcycle
VEH,HH/DA,MCY,Motorcycle
VEH,HA/DA,4DSD,Combination Long-haul Truck
VEH,UD,MCY,Motorcycle
VEH,RD,MCY,Motorcycle
VEH,OMA,MCY,Motorcycle
VEH,GA/DA,MCY,Motorcycle
VEH,HARDL,MCY,Motorcycle
VEH,HA/DE,MCY,Motorcycle
VEH,FXSTC,MCY,Motorcycle
VEH,HALEY,MCY,Motorcycle
VEH,HA/DS,MCY,Motorcycle
VEH,HANDA,MCY,Motorcycle
VEH,STURG,MCY,Motorcycle
VEH,AUSTH,CONV,Light Commercial Truck
VEH,FO/RI,VAN,Motor Home
VEH,TRANS,BUS,Passenger Car
VEH,TR/TE,BUS,Passenger Car
VEH,TRANT,BUS,Passenger Car
VEH,TRANS,VAN,Motor Home
VEH,TMC,BUS,Passenger Car
VEH,TRANS,SUBN,Combination Short-haul Truck
VEH,REDHA,H/WH,Motor Home
VEH,CHEVR,AMBU,Combination Short-haul Truck
VEH,QUANT,H/WH,Motor Home
VEH,JYRH,H/WH,Motor Home
VEH,STARC,SUBN,Combination Short-haul Truck
VEH,LEPRE,H/WH,Motor Home
VEH,FO/RI,H/TR,Light Commercial Truck
VEH,LEP,H/WH,Motor Home
VEH,RE/HA,H/WH,Motor Home
VEH,FEELA,H/WH,Motor Home
VEH,FREEL,H/WH,Motor Home
VEH,JAYCO,H/TR,Light Commercial Truck
VEH,FR/LA,H/WH,Motor Home
VEH,REHAW,H/WH,Motor Home
VEH,CO/LE,H/WH,Motor Home
VEH,RD/HA,H/WH,Motor Home
VEH,CR/TR,VAN,Motor Home
VEH,COLLI,BUS,Passenger Car
VEH,TR/TE,SUBN,Combination Short-haul Truck
VEH,ENDER,BUS,Passenger Car
VEH,COLLI,SUBN,Combination Short-haul Truck
VEH,TRTEC,BUS,Passenger Car
VEH,ARBOC,BUS,Passenger Car
VEH,TR/TA,BUS,Passenger Car
VEH,STARC,VAN,Motor Home
VEH,CHEVY,BUS,Passenger Car
VEH,STAO,SUBN,Combination Short-haul Truck
VEH,MI/BU,BUS,Passenger Car
VEH,MI/BR,BUS,Passenger Car
VEH,CHVER,BUS,Passenger Car
VEH,SCHL,BUS,Passenger Car
VEH,CHERV,BUS,Passenger Car
VEH,TRAN,BUS,Passenger Car
VEH,CHEV,BUS,Passenger Car
VEH,TT,BUS,Passenger Car
VEH,CHEVE,BUS,Passenger Car
VEH,IMPUL,BUS,Passenger Car
VEH,ELKH,BUS,Passenger Car
VEH,YHOMA,BUS,Passenger Car
VEH,TRAY,BUS,Passenger Car
VEH,COLLI,VAN,Motor Home
VEH,COLLO,BUS,Passenger Car
VEH,TRANT,SUBN,Combination Short-haul Truck
VEH,MAGEL,BUS,Passenger Car
VEH,GOSHE,SUBN,Combination Short-haul Truck
VEH,ST/AL,BUS,Passenger Car
VEH,ST/CR,BUS,Passenger Car
VEH,STARS,BUS,Passenger Car
VEH,MC/BD,BUS,Passenger Car
VEH,CJEVR,BUS,Passenger Car
VEH,ARBOC,VAN,Motor Home
VEH,ROCPO,UTIL,Transit Bus
VEH,COLEM,H/WH,Motor Home
VEH,BAYBR,UTIL,Transit Bus
VEH,CHE,VAN,Motor Home
VEH,UNICE,UTIL,Transit Bus
VEH,GFCQ,H/TR,Light Commercial Truck
VEH,GFCQ,H/WH,Motor Home
VEH,GENER,VAN,Motor Home
VEH,MI/BI,VAN,Motor Home
VEH,MI/BI,SUBN,Combination Short-haul Truck
VEH,ST/CR,SUBN,Combination Short-haul Truck
VEH,ST/CA,SUBN,Combination Short-haul Truck
VEH,COLIN,BUS,Passenger Car
VEH,TOMAS,SUBN,Combination Short-haul Truck
VEH,DIAMO,BUS,Passenger Car
VEH,THOMS,SUBN,Combination Short-haul Truck
VEH,METRO,CONV,Light Commercial Truck
VEH,GRAND,MCY,Motorcycle
VEH,GCM,MCY,Motorcycle
VEH,GRAN,MCY,Motorcycle
VEH,GRAVE,MCY,Motorcycle
VEH,GOODM,MCY,Motorcycle
VEH,GRUM,FIRE,Light Commercial Truck
VEH,GRUMM,FIRE,Light Commercial Truck
VEH,GSM,4DSD,Combination Long-haul Truck
VEH,GASOL,MCY,Motorcycle
VEH,GA/AL,MCY,Motorcycle
VEH,GE/JA,MCY,Motorcycle
VEH,GLBP,PICK,Passenger Truck
VEH,GLOBA,RD/S,School Bus
VEH,GLBEN,RD/S,School Bus
VEH,GLBEN,R/RD,Passenger Truck
VEH,ADDBS,BUS,Passenger Car
VEH,GSB,BUS,Passenger Car
VEH,GLBNE,RD/S,School Bus
VEH,GLBEN,S/SP,Combination Short-haul Truck
VEH,VICIN,BUS,Passenger Car
VEH,GL/EN,RD/S,School Bus
VEH,GL/BE,RD/S,School Bus
VEH,GSEN,CONV,Light Commercial Truck
VEH,MEVH,LSV,Motor Home
VEH,SATUR,2DSD,Other Buses
VEH,SATUR,SEDN,Single Unit Long-haul Truck
VEH,SATRU,2DSD,Other Buses
VEH,SAZTU,4DSD,Combination Long-haul Truck
VEH,SATRU,4DSD,Combination Long-haul Truck
VEH,SATUR,UTIL,Transit Bus
VEH,CHE,DUMP,School Bus
VEH,SATUR,CONV,Light Commercial Truck
VEH,SARUR,4DSD,Combination Long-haul Truck
VEH,STRN,4DSD,Combination Long-haul Truck
VEH,CADI,SEDN,Single Unit Long-haul Truck
VEH,CADLI,4DSD,Combination Long-haul Truck
VEH,CAIDL,4DSD,Combination Long-haul Truck
VEH,DADIL,4DSD,Combination Long-haul Truck
VEH,PONTI,VAN,Motor Home
VEH,OLODS,2DSD,Other Buses
VEH,PONBI,4DSD,Combination Long-haul Truck
VEH,CHEVR,TAXI,Single Unit Long-haul Truck
VEH,CORVT,CONV,Light Commercial Truck
VEH,CHVER,CONV,Light Commercial Truck
VEH,CEHVR,2DSD,Other Buses
VEH,HCEVR,2DSD,Other Buses
VEH,CHVEV,4DSD,Combination Long-haul Truck
VEH,CHEVR,HRSE,Passenger Car
VEH,CADIL,BUS,Passenger Car
VEH,CADIL,DELV,Combination Long-haul Truck
VEH,KUBVA,SUBN,Combination Short-haul Truck
VEH,GRUMA,VAN,Motor Home
VEH,GMC,W/SR,Transit Bus
VEH,GMC,H/IN,Other Buses
VEH,GMC,SN/P,Other Buses
VEH,MGC,PICK,Passenger Truck
VEH,SIERR,PICK,Passenger Truck
VEH,GMV,PICK,Passenger Truck
VEH,SONOM,PICK,Passenger Truck
VEH,CHEV,H/TR,Light Commercial Truck
VEH,CHEVR,LIM,Combination Long-haul Truck
VEH,CHRVR,SUBN,Combination Short-haul Truck
VEH,TIGER,H/WH,Motor Home
VEH,GMC,LIM,Combination Long-haul Truck
VEH,GMCBU,SUBN,Combination Short-haul Truck
VEH,OLDSM,VAN,Motor Home
VEH,CAD,LIM,Combination Long-haul Truck
VEH,CADAL,4DSD,Combination Long-haul Truck
VEH,GMC,AMBU,Combination Short-haul Truck
VEH,LIFEL,SUBN,Combination Short-haul Truck
VEH,ST/QU,BUS,Passenger Car
VEH,GMCFL,FLAT,Combination Short-haul Truck
VEH,GMG,DELV,Combination Long-haul Truck
VEH,THOM,SUBN,Combination Short-haul Truck
VEH,STARC,H/WH,Motor Home
VEH,GM/TR,DUMP,School Bus
VEH,DURAM,FLAT,Combination Short-haul Truck
VEH,ST/QU,SUBN,Combination Short-haul Truck
VEH,TURTL,VAN,Motor Home
VEH,STRAC,SUBN,Combination Short-haul Truck
VEH,QUEST,SUBN,Combination Short-haul Truck
VEH,GME,SUBN,Combination Short-haul Truck
VEH,GC,VAN,Motor Home
VEH,GMCVA,VAN,Motor Home
VEH,SAVAN,DELV,Combination Long-haul Truck
VEH,GMC,W/DR,Single Unit Short-haul Truck
VEH,GMC,P/SH,Motor Home
VEH,GMC,SEMI,Passenger Truck
VEH,JETAI,STAK,Combination Long-haul Truck
VEH,GMCSA,STAK,Combination Long-haul Truck
VEH,GMC,CMIX,Passenger Truck
VEH,GMCUT,UTIL,Transit Bus
VEH,STOUT,H/WH,Motor Home
VEH,GNC,VAN,Motor Home
VEH,GMC,CUST,School Bus
VEH,SLV,SUBN,Combination Short-haul Truck
VEH,SIERR,UTIL,Transit Bus
VEH,GMCP,PICK,Passenger Truck
VEH,GMAC,VAN,Motor Home
VEH,GMY,VAN,Motor Home
VEH,GLAVA,BUS,Passenger Car
VEH,CORBE,BUS,Passenger Car
VEH,BL/BI,VAN,Motor Home
VEH,CORBE,H/WH,Motor Home
VEH,CORBE,SUBN,Combination Short-haul Truck
VEH,CORBE,VAN,Motor Home
VEH,THO,SUBN,Combination Short-haul Truck
VEH,THO,H/WH,Motor Home
VEH,MGC,FLAT,Combination Short-haul Truck
VEH,GMAC,DUMP,School Bus
VEH,GE/MO,VAN,Motor Home
VEH,GMG,VAN,Motor Home
VEH,CIBAN,VAN,Motor Home
VEH,PENSK,SWT,Single Unit Long-haul Truck
VEH,GNC,BUS,Passenger Car
VEH,ODYNE,BUS,Passenger Car
VEH,SIERR,2DSD,Other Buses
VEH,GENE,VAN,Motor Home
VEH,GMV,VAN,Motor Home
VEH,SAVAN,2DSD,Other Buses
VEH,GMV,DELV,Combination Long-haul Truck
VEH,GMCSU,SUBN,Combination Short-haul Truck
VEH,GMCDU,DUMP,School Bus
VEH,FSTRV,BUS,Passenger Car
VEH,GMCPI,PICK,Passenger Truck
VEH,CHEVR,TRLR,Combination Short-haul Truck
VEH,CJEVR,PICK,Passenger Truck
VEH,RD/TK,H/WH,Motor Home
VEH,CHEVL,PICK,Passenger Truck
VEH,HOP,H/WH,Motor Home
VEH,HO/PO,SUBN,Combination Short-haul Truck
VEH,HOMEM,H/WH,Motor Home
VEH,RD/TK,VAN,Motor Home
VEH,CHVER,VAN,Motor Home
VEH,CHEVT,PICK,Passenger Truck
VEH,HCEVR,SUBN,Combination Short-haul Truck
VEH,CHRVR,PICK,Passenger Truck
VEH,CGEVR,VAN,Motor Home
VEH,CHEVR,EMVR,Passenger Car
VEH,DHEV,PICK,Passenger Truck
VEH,CH/OS,AMBU,Combination Short-haul Truck
VEH,AMBUL,SUBN,Combination Short-haul Truck
VEH,SUPRE,SUBN,Combination Short-haul Truck
VEH,GIRAR,BUS,Passenger Car
VEH,GIRAR,VAN,Motor Home
VEH,GIRAR,SUBN,Combination Short-haul Truck
VEH,GIRAR,H/WH,Motor Home
VEH,BO/FR,H/WH,Motor Home
VEH,HORTO,AMBU,Combination Short-haul Truck
VEH,MEDIX,AMBU,Combination Short-haul Truck
VEH,MCC,SUBN,Combination Short-haul Truck
VEH,BRAUN,SUBN,Combination Short-haul Truck
VEH,CHEV,AMBU,Combination Short-haul Truck
VEH,WHEEL,AMBU,Combination Short-haul Truck
VEH,WH/CO,AMBU,Combination Short-haul Truck
VEH,SUN,H/WH,Motor Home
VEH,FVLE,H/WH,Motor Home
VEH,FREL,H/WH,Motor Home
VEH,SUNSK,H/WH,Motor Home
VEH,FORES,H/TR,Light Commercial Truck
VEH,CNEVR,2DSD,Other Buses
VEH,TK,H/WH,Motor Home
VEH,SUN,2DSD,Other Buses
VEH,ELDOR,SUBN,Combination Short-haul Truck
VEH,MICRO,H/WH,Motor Home
VEH,MI/BD,BUS,Passenger Car
VEH,ELDOR,DCOM,Single Unit Short-haul Truck
VEH,ARBOC,SUBN,Combination Short-haul Truck
VEH,STARQ,BUS,Passenger Car
VEH,SUPRE,BUS,Passenger Car
VEH,CHER,SUBN,Combination Short-haul Truck
VEH,MICRO,SUBN,Combination Short-haul Truck
VEH,TR/TR,BUS,Passenger Car
VEH,CHERV,DELV,Combination Long-haul Truck
VEH,SATRC,SUBN,Combination Short-haul Truck
VEH,GIRAD,BUS,Passenger Car
VEH,WHEEL,SUBN,Combination Short-haul Truck
VEH,FVFR,H/WH,Motor Home
VEH,SNSKR,H/WH,Motor Home
VEH,CHERO,VAN,Motor Home
VEH,CHAMP,SUBN,Combination Short-haul Truck
VEH,MICRO,UTIL,Transit Bus
VEH,CHHEV,PICK,Passenger Truck
VEH,KNAPN,UTIL,Transit Bus
VEH,CHEBR,PICK,Passenger Truck
VEH,READI,STAK,Combination Long-haul Truck
VEH,CHAVR,DUMP,School Bus
VEH,DEJAN,DUMP,School Bus
VEH,CHEBR,DUMP,School Bus
VEH,CHVER,DUMP,School Bus
VEH,RUGBY,UTIL,Transit Bus
VEH,DYNAP,DUMP,School Bus
VEH,KNAPH,STAK,Combination Long-haul Truck
VEH,WH/CO,SUBN,Combination Short-haul Truck
VEH,CHEVE,DUMP,School Bus
VEH,CREVR,PICK,Passenger Truck
VEH,CHEVE,STAK,Combination Long-haul Truck
VEH,CHEVN,PICK,Passenger Truck
VEH,CHEVO,DUMP,School Bus
VEH,CGEVR,UTIL,Transit Bus
VEH,TRIE,H/WH,Motor Home
VEH,TU/TO,BUS,Passenger Car
VEH,FR/EL,H/WH,Motor Home
VEH,LEXIN,H/WH,Motor Home
VEH,FREED,H/WH,Motor Home
VEH,MINNI,H/WH,Motor Home
VEH,FRRV,H/WH,Motor Home
VEH,TR/TC,BUS,Passenger Car
VEH,COLLI,H/WH,Motor Home
VEH,CEHVR,VAN,Motor Home
VEH,SUBN,BUS,Passenger Car
VEH,THMS,SUBN,Combination Short-haul Truck
VEH,MIRCO,BUS,Passenger Car
VEH,MC/BR,BUS,Passenger Car
VEH,BRAUN,AMBU,Combination Short-haul Truck
VEH,CHRVR,VAN,Motor Home
VEH,STAR,SUBN,Combination Short-haul Truck
VEH,STRAC,BUS,Passenger Car
VEH,MC/BD,SUBN,Combination Short-haul Truck
VEH,MICRP,BUS,Passenger Car
VEH,STRA,BUS,Passenger Car
VEH,TRNS,SUBN,Combination Short-haul Truck
VEH,TR/TD,SUBN,Combination Short-haul Truck
VEH,TRTE,SUBN,Combination Short-haul Truck
VEH,COLL,SUBN,Combination Short-haul Truck
VEH,THOMO,SUBN,Combination Short-haul Truck
VEH,VA/CO,SUBN,Combination Short-haul Truck
VEH,GIRAR,UTIL,Transit Bus
VEH,GULFS,VAN,Motor Home
VEH,ROCKP,UTIL,Transit Bus
VEH,ODYSS,H/WH,Motor Home
VEH,GUFS,H/WH,Motor Home
VEH,GM,BUS,Passenger Car
VEH,ME/BE,BUS,Passenger Car
VEH,CHEVO,AMBU,Combination Short-haul Truck
VEH,MAGEL,VAN,Motor Home
VEH,MAGEL,SUBN,Combination Short-haul Truck
VEH,CHEVR,TR/E,Transit Bus
VEH,TRTEC,SUBN,Combination Short-haul Truck
VEH,MICRO,VAN,Motor Home
VEH,COLL,BUS,Passenger Car
VEH,PRODI,BUS,Passenger Car
VEH,THPMA,SUBN,Combination Short-haul Truck
VEH,SRARC,SUBN,Combination Short-haul Truck
VEH,OTHER,VAN,Motor Home
VEH,THMOA,SUBN,Combination Short-haul Truck
VEH,TRANS,STAK,Combination Long-haul Truck
VEH,TRETC,SUBN,Combination Short-haul Truck
VEH,STATC,BUS,Passenger Car
VEH,CHVRO,BUS,Passenger Car
VEH,TR/TE,VAN,Motor Home
VEH,TRANA,BUS,Passenger Car
VEH,TANS,SUBN,Combination Short-haul Truck
VEH,NI/BI,SUBN,Combination Short-haul Truck
VEH,GME,PICK,Passenger Truck
VEH,EXPRE,VAN,Motor Home
VEH,CHEVO,VAN,Motor Home
VEH,EXPRS,2DSD,Other Buses
VEH,BIRD,SUBN,Combination Short-haul Truck
VEH,CHEBR,BUS,Passenger Car
VEH,THOMA,DELV,Combination Long-haul Truck
VEH,VANCO,SUBN,Combination Short-haul Truck
VEH,CHEVR,W/DR,Single Unit Short-haul Truck
VEH,HEVRO,VAN,Motor Home
VEH,CHEVR,RBM,Single Unit Short-haul Truck
VEH,BLUE,BUS,Passenger Car
VEH,BL/BD,BUS,Passenger Car
VEH,CHEVR,T/CR,Single Unit Short-haul Truck
VEH,TR/SE,H/WH,Motor Home
VEH,COLUM,H/WH,Motor Home
VEH,RAVEN,H/WH,Motor Home
VEH,VACR,H/WH,Motor Home
VEH,CHLL,H/WH,Motor Home
VEH,DOL,H/WH,Motor Home
VEH,FLAI,H/WH,Motor Home
VEH,CHA,H/WH,Motor Home
